,year_built,permalink,list_price,property_id,listing,primary_photo,sold_date,sold_price,lot_sqft,sqft,baths,garages,beds,postal_code,state,city,recreation_facilities,single_story,garage_1_or_more,hardwood_floors,dining_room,community_security_features,garage_2_or_more,two_or_more_stories,forced_air,shopping,central_air,basement,community_outdoor_space,dishwasher,fireplace,washer_dryer
1763,1937,3223-Oakdale-Rd_Hapeville_GA_30354_M66874-34745,335000.0,6687434745,2957299503,https://ap.rdcpix.com/82697a891c5643f02a3859a00e06a5bal-m3869830520s-w1024_h768.jpg,2024-01-11,325000.0,10193,1448,2,0,3,30354,Georgia,Hapeville,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1764,2018,4813-Ralin-Ct_Atlanta_GA_30331_M95144-81527,618000.0,9514481527,2959949617,https://ap.rdcpix.com/3040bf94b592fd1b4f068d2b7f6188ael-m182863024s-w1024_h768.jpg,2024-01-11,620000.0,9583,5526,5,2,6,30331,Georgia,Atlanta,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0
1765,1940,1350-N-Morningside-Dr-NE-Apt-10_Atlanta_GA_30306_M50927-05900,249900.0,5092705900,2961380210,https://ap.rdcpix.com/d9a1c4563d1e5ea8603a2087fefdd6bcl-m1453316073s-w1024_h768.jpg,2024-01-10,247400.0,601,581,1,0,1,30306,Georgia,Atlanta,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0
1767,2014,405-Alderwood-St_Sandy-Springs_GA_30328_M60579-68770,595000.0,6057968770,2959679853,https://ap.rdcpix.com/44d34b06662fc6f05e85a7479802a46el-m810870695s-w1024_h768.jpg,2024-01-10,585000.0,1002,2140,4,2,3,30328,Georgia,Sandy Springs,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
1768,1983,11-Belmonte-Ct-SW_Atlanta_GA_30311_M53954-99051,249900.0,5395499051,2958473819,https://ap.rdcpix.com/39b841d88226fea16e45bf437d94f35dl-m1531284102s-w1024_h768.jpg,2024-01-10,230000.0,1363,1364,3,2,2,30311,Georgia,Atlanta,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0
1769,1965,620-Peachtree-St-NE-Apt-508_Atlanta_GA_30308_M67234-87327,219000.0,6723487327,2962080194,https://ap.rdcpix.com/6bc4d8a6f2bae7614951fbd63b7d60ccl-m4214321503s-w1024_h768.jpg,2024-01-10,220000.0,784,786,1,1,1,30308,Georgia,Atlanta,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0
1770,1926,938-Lullwater-Rd-NE_Atlanta_GA_30307_M68666-84449,2200000.0,6866684449,2960397310,https://ap.rdcpix.com/1e2bc75bdb90cdcccd2ed680d05196d9l-m746393142s-w1024_h768.jpg,2024-01-10,1915000.0,74052,4569,5,2,4,30307,Georgia,Atlanta,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0
1771,2005,585-McWilliams-Rd-SE-Unit-2601_Atlanta_GA_30315_M62709-15016,230000.0,6270915016,2960487853,https://ap.rdcpix.com/4655acc3cd366a88f9416c77a0a0651dl-m3103556002s-w1024_h768.jpg,2024-01-09,200000.0,1307,1529,3,0,3,30315,Georgia,Atlanta,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0
1772,1979,190-Northglenn-Ct_Atlanta_GA_30342_M50977-14424,1400000.0,5097714424,2961716314,https://ap.rdcpix.com/786d7863d7297c9e57f35534ab2b6b63l-b1242153329s-w1024_h768.jpg,2024-01-09,1375000.0,19689,5465,5,2,5,30342,Georgia,Sandy Springs,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1
1774,2005,1996-Conrad-Ave-SE_Atlanta_GA_30315_M67689-69478,200000.0,6768969478,2961580175,https://ap.rdcpix.com/d7dfc5747c3b938758f35a42048de497l-m4014715478s-w1024_h768.jpg,2024-01-09,200000.0,7231,1300,2,0,3,30315,Georgia,Atlanta,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1776,2021,1729-Barclay-Close-NW_Atlanta_GA_30318_M99894-97409,1475000.0,9989497409,2962104277,https://ap.rdcpix.com/b39a14121e77d4bc8e789f26c8efc024l-b2487341248s-w1024_h768.jpg,2024-01-09,1410000.0,13068,5702,5,2,4,30318,Georgia,Atlanta,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1
1777,2019,6071-Boylston-Dr_Atlanta_GA_30328_M96882-34273,695000.0,9688234273,2962714566,https://ap.rdcpix.com/1427646147ef00e41e40ee056ae662cdl-m3017144703s-w1024_h768.jpg,2024-01-09,710000.0,1307,2740,4,2,3,30328,Georgia,Sandy Springs,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1
1778,2017,1301-Peachtree-St-NE-Unit-5F_Atlanta_GA_30309_M94084-42388,3100000.0,9408442388,2956120707,https://ap.rdcpix.com/9907287532c23642ee5874631897bcd1l-m937159624s-w1024_h768.jpg,2024-01-08,2600000.0,2570,2569,3,3,2,30309,Georgia,Atlanta,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1
1779,1999,995-Heatherbrook-Ln-NE_Atlanta_GA_30324_M60009-92752,525000.0,6000992752,2961311158,https://ap.rdcpix.com/d05d9a8fc9d6615ecd365b0fd1bfabefl-m236780098s-w1024_h768.jpg,2024-01-08,530000.0,1124,2172,4,2,4,30324,Georgia,Atlanta,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
1781,1963,215-Piedmont-Ave-NE-Apt-406_Atlanta_GA_30308_M61792-33247,250000.0,6179233247,2962645438,https://ap.rdcpix.com/c0b4ed920b6df0c728dfcc633a64a911l-m3026315787s-w1024_h768.jpg,2024-01-08,210000.0,932,1256,2,0,2,30308,Georgia,Atlanta,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1783,2010,1820-Peachtree-St-NW-Unit-1107_Atlanta_GA_30309_M59298-60536,699000.0,5929860536,2958157977,https://ap.rdcpix.com/d0bdf9f7a8af23edc434bcfa3ebb9a99l-m398667742s-w1024_h768.jpg,2024-01-08,705000.0,1699,1700,3,2,3,30309,Georgia,Atlanta,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1
1784,2003,4564-Parkview-Sq_Atlanta_GA_30349_M68558-82216,240000.0,6855882216,2962611438,https://ap.rdcpix.com/f3835903a37ddd7f26c7a1cfbae4e326l-m694391044s-w1024_h768.jpg,2024-01-08,240000.0,2178,1364,3,0,3,30349,Georgia,Atlanta,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1
1785,2009,2700-Paces-Ferry-Rd-SE-Unit-501_Atlanta_GA_30339_M60370-41636,1450000.0,6037041636,2961500136,https://ap.rdcpix.com/023616b22eb8a260f428db5953f9ee4fl-m4260848937s-w1024_h768.jpg,2024-01-08,1400000.0,2526,2574,3,0,3,30339,Georgia,Atlanta,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1
1786,1920,2299-Sutton-St-SE_Atlanta_GA_30317_M63706-08447,425000.0,6370608447,2960900235,https://ap.rdcpix.com/7259f67b6c76bcbc0e4a217e67072d5dl-m1039015876s-w1024_h768.jpg,2024-01-08,420000.0,4356,1086,1,0,2,30317,Georgia,Atlanta,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1
1787,2008,3621-Vinings-Slope-SE-Unit-1330_Atlanta_GA_30339_M59890-15160,400000.0,5989015160,2958546925,https://ap.rdcpix.com/37be542468e73faed15f4573fa493e86l-m2242027745s-w1024_h768.jpg,2024-01-08,390000.0,8930,1363,2,2,2,30339,Georgia,Atlanta,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1
1788,1987,2660-Peachtree-Rd-NW-Apt-13B_Atlanta_GA_30305_M62442-25051,1300000.0,6244225051,2962542798,https://ap.rdcpix.com/cee75d8dd25cc8436809f8424868dbb1l-m3650852237s-w1024_h768.jpg,2024-01-08,1180000.0,3206,3206,3,0,3,30305,Georgia,Atlanta,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
1790,2003,823-Celeste-Ln-SW_Atlanta_GA_30331_M65735-06797,250000.0,6573506797,2960375003,https://ap.rdcpix.com/89a7c1be33114627ba930ec374749946l-m2051325094s-w1024_h768.jpg,2024-01-08,250000.0,1307,1600,3,1,3,30331,Georgia,Atlanta,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1
1791,1950,2195-Burroughs-Ave-SE_Atlanta_GA_30315_M52400-26761,89500.0,5240026761,2961041817,https://ap.rdcpix.com/81555b4f0f3b85da9024fc295fab27adl-b34315317s-w1024_h768.jpg,2024-01-08,89500.0,9757,936,1,0,3,30315,Georgia,Atlanta,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1792,1985,5506-Park-Pl-S_Atlanta_GA_30349_M52833-74756,219000.0,5283374756,2962315711,https://ap.rdcpix.com/aa404db53792f117140004822fa5b884l-m4021455707s-w1024_h768.jpg,2024-01-08,225000.0,3180,1575,2,0,3,30349,Georgia,Atlanta,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0
1793,1981,1-Howell-Mill-Plantation-NW_Atlanta_GA_30327_M62558-89291,529000.0,6255889291,2961022454,https://ap.rdcpix.com/4059c3c2210cf2057826424052c1ebf3l-b410654431s-w1024_h768.jpg,2024-01-08,525000.0,1917,1900,3,0,3,30327,Georgia,Atlanta,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1
1794,1990,319-Grant-St-SE_Atlanta_GA_30312_M50125-31481,399000.0,5012531481,2961739467,https://ap.rdcpix.com/37fbf4db3bb3733e8076e94b2c7083fel-m3635611917s-w1024_h768.jpg,2024-01-12,395000.0,2047,1152,3,0,2,30312,Georgia,Atlanta,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1
1795,1983,475-Mount-Vernon-Hwy-NE-Apt-C132_Atlanta_GA_30328_M61519-17495,165000.0,6151917495,2960180423,https://ap.rdcpix.com/9acdc4dd45cd828bc6779e8d2448caa6l-m2240716474s-w1024_h768.jpg,2024-01-12,136000.0,701,700,1,0,1,30328,Georgia,Sandy Springs,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
1796,1983,201-Bainbridge-Dr_Sandy-Springs_GA_30327_M66469-13367,300000.0,6646913367,2962073720,https://ap.rdcpix.com/92f3c5b5c21700a22ab034cfaba5508cl-m4227345139s-w1024_h768.jpg,2024-01-12,287000.0,1133,1111,1,0,1,30327,Georgia,Sandy Springs,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0
1797,2006,2539-Preston-View-Ct-SW_Atlanta_GA_30315_M64523-31770,350000.0,6452331770,2961987122,https://ap.rdcpix.com/37812f7642ef85fb999dc7e87b6dba0dl-m2816726459s-w1024_h768.jpg,2024-01-12,330000.0,5663,2400,3,2,3,30315,Georgia,Atlanta,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1
1799,1966,1412-Foxhall-Ln-SE-Apt-3_Atlanta_GA_30316_M60510-50696,160000.0,6051050696,2960751595,https://ap.rdcpix.com/f2ff25e2da41c2a6a16e7e0a5ed818c4l-m1884225234s-w1024_h768.jpg,2024-01-11,154000.0,4356,792,1,0,2,30316,Georgia,Atlanta,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
1800,2005,840-United-Ave-SE-Unit-309_Atlanta_GA_30312_M92238-46849,350000.0,9223846849,2960169743,https://ap.rdcpix.com/32fbbec28f1355bf27ebb5cbed63cad3l-m357158827s-w1024_h768.jpg,2024-01-11,350000.0,1045,1059,2,0,2,30312,Georgia,Atlanta,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
1801,2002,2565-Laurel-Cir-NW_Atlanta_GA_30311_M59177-72828,225900.0,5917772828,2961024036,https://ap.rdcpix.com/91e49e97e3303014cb1f1cc9dc20e94cl-m3984081952s-w1024_h768.jpg,2024-01-11,225900.0,2178,1507,3,1,3,30311,Georgia,Atlanta,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0
1802,1945,1178-Fenwood-St-SW_Atlanta_GA_30314_M50114-51471,199000.0,5011451471,2962381413,https://ap.rdcpix.com/525c84806f631a82845bdf73da64208fl-m2658252342s-w1024_h768.jpg,2024-01-11,188000.0,5314,1373,2,0,4,30314,Georgia,Atlanta,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1803,1956,1331-Jody-Ln-NE_Atlanta_GA_30329_M62043-34109,635000.0,6204334109,2962409594,https://ap.rdcpix.com/415d706503049ca658d016afc0fd7125l-b448307689s-w1024_h768.jpg,2024-01-11,642500.0,13068,2046,2,0,4,30329,Georgia,Atlanta,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1
1804,1937,3223-Oakdale-Rd_Hapeville_GA_30354_M66874-34745,335000.0,6687434745,2957299503,https://ap.rdcpix.com/82697a891c5643f02a3859a00e06a5bal-m3869830520s-w1024_h768.jpg,2024-01-11,325000.0,10193,1448,2,0,3,30354,Georgia,Hapeville,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1805,2018,4813-Ralin-Ct_Atlanta_GA_30331_M95144-81527,618000.0,9514481527,2959949617,https://ap.rdcpix.com/3040bf94b592fd1b4f068d2b7f6188ael-m182863024s-w1024_h768.jpg,2024-01-11,620000.0,9583,5526,5,2,6,30331,Georgia,Atlanta,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0
1806,1940,1350-N-Morningside-Dr-NE-Apt-10_Atlanta_GA_30306_M50927-05900,249900.0,5092705900,2961380210,https://ap.rdcpix.com/d9a1c4563d1e5ea8603a2087fefdd6bcl-m1453316073s-w1024_h768.jpg,2024-01-10,247400.0,601,581,1,0,1,30306,Georgia,Atlanta,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0
1808,2014,405-Alderwood-St_Sandy-Springs_GA_30328_M60579-68770,595000.0,6057968770,2959679853,https://ap.rdcpix.com/44d34b06662fc6f05e85a7479802a46el-m810870695s-w1024_h768.jpg,2024-01-10,585000.0,1002,2140,4,2,3,30328,Georgia,Sandy Springs,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
1809,1983,11-Belmonte-Ct-SW_Atlanta_GA_30311_M53954-99051,249900.0,5395499051,2958473819,https://ap.rdcpix.com/39b841d88226fea16e45bf437d94f35dl-m1531284102s-w1024_h768.jpg,2024-01-10,230000.0,1363,1364,3,2,2,30311,Georgia,Atlanta,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0
1810,1965,620-Peachtree-St-NE-Apt-508_Atlanta_GA_30308_M67234-87327,219000.0,6723487327,2962080194,https://ap.rdcpix.com/6bc4d8a6f2bae7614951fbd63b7d60ccl-m4214321503s-w1024_h768.jpg,2024-01-10,220000.0,784,786,1,1,1,30308,Georgia,Atlanta,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0
1811,1926,938-Lullwater-Rd-NE_Atlanta_GA_30307_M68666-84449,2200000.0,6866684449,2960397310,https://ap.rdcpix.com/1e2bc75bdb90cdcccd2ed680d05196d9l-m746393142s-w1024_h768.jpg,2024-01-10,1915000.0,74052,4569,5,2,4,30307,Georgia,Atlanta,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0
1812,2005,585-McWilliams-Rd-SE-Unit-2601_Atlanta_GA_30315_M62709-15016,230000.0,6270915016,2960487853,https://ap.rdcpix.com/4655acc3cd366a88f9416c77a0a0651dl-m3103556002s-w1024_h768.jpg,2024-01-09,200000.0,1307,1529,3,0,3,30315,Georgia,Atlanta,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0
1813,1979,190-Northglenn-Ct_Atlanta_GA_30342_M50977-14424,1400000.0,5097714424,2961716314,https://ap.rdcpix.com/786d7863d7297c9e57f35534ab2b6b63l-b1242153329s-w1024_h768.jpg,2024-01-09,1375000.0,19689,5465,5,2,5,30342,Georgia,Sandy Springs,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1
1815,2005,1996-Conrad-Ave-SE_Atlanta_GA_30315_M67689-69478,200000.0,6768969478,2961580175,https://ap.rdcpix.com/d7dfc5747c3b938758f35a42048de497l-m4014715478s-w1024_h768.jpg,2024-01-09,200000.0,7231,1300,2,0,3,30315,Georgia,Atlanta,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1817,2021,1729-Barclay-Close-NW_Atlanta_GA_30318_M99894-97409,1475000.0,9989497409,2962104277,https://ap.rdcpix.com/b39a14121e77d4bc8e789f26c8efc024l-b2487341248s-w1024_h768.jpg,2024-01-09,1410000.0,13068,5702,5,2,4,30318,Georgia,Atlanta,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1
1818,2019,6071-Boylston-Dr_Atlanta_GA_30328_M96882-34273,695000.0,9688234273,2962714566,https://ap.rdcpix.com/1427646147ef00e41e40ee056ae662cdl-m3017144703s-w1024_h768.jpg,2024-01-09,710000.0,1307,2740,4,2,3,30328,Georgia,Sandy Springs,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1
1819,2017,1301-Peachtree-St-NE-Unit-5F_Atlanta_GA_30309_M94084-42388,3100000.0,9408442388,2956120707,https://ap.rdcpix.com/9907287532c23642ee5874631897bcd1l-m937159624s-w1024_h768.jpg,2024-01-08,2600000.0,2570,2569,3,3,2,30309,Georgia,Atlanta,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1
1820,1999,995-Heatherbrook-Ln-NE_Atlanta_GA_30324_M60009-92752,525000.0,6000992752,2961311158,https://ap.rdcpix.com/d05d9a8fc9d6615ecd365b0fd1bfabefl-m236780098s-w1024_h768.jpg,2024-01-08,530000.0,1124,2172,4,2,4,30324,Georgia,Atlanta,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
1822,1963,215-Piedmont-Ave-NE-Apt-406_Atlanta_GA_30308_M61792-33247,250000.0,6179233247,2962645438,https://ap.rdcpix.com/c0b4ed920b6df0c728dfcc633a64a911l-m3026315787s-w1024_h768.jpg,2024-01-08,210000.0,932,1256,2,0,2,30308,Georgia,Atlanta,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1824,2003,4564-Parkview-Sq_Atlanta_GA_30349_M68558-82216,240000.0,6855882216,2962611438,https://ap.rdcpix.com/f3835903a37ddd7f26c7a1cfbae4e326l-m694391044s-w1024_h768.jpg,2024-01-08,240000.0,2178,1364,3,0,3,30349,Georgia,Atlanta,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1
1825,2010,1820-Peachtree-St-NW-Unit-1107_Atlanta_GA_30309_M59298-60536,699000.0,5929860536,2958157977,https://ap.rdcpix.com/d0bdf9f7a8af23edc434bcfa3ebb9a99l-m398667742s-w1024_h768.jpg,2024-01-08,705000.0,1699,1700,3,2,3,30309,Georgia,Atlanta,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1
1826,1920,2299-Sutton-St-SE_Atlanta_GA_30317_M63706-08447,425000.0,6370608447,2960900235,https://ap.rdcpix.com/7259f67b6c76bcbc0e4a217e67072d5dl-m1039015876s-w1024_h768.jpg,2024-01-08,420000.0,4356,1086,1,0,2,30317,Georgia,Atlanta,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1
1827,2009,2700-Paces-Ferry-Rd-SE-Unit-501_Atlanta_GA_30339_M60370-41636,1450000.0,6037041636,2961500136,https://ap.rdcpix.com/023616b22eb8a260f428db5953f9ee4fl-m4260848937s-w1024_h768.jpg,2024-01-08,1400000.0,2526,2574,3,0,3,30339,Georgia,Atlanta,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1
1828,2008,3621-Vinings-Slope-SE-Unit-1330_Atlanta_GA_30339_M59890-15160,400000.0,5989015160,2958546925,https://ap.rdcpix.com/37be542468e73faed15f4573fa493e86l-m2242027745s-w1024_h768.jpg,2024-01-08,390000.0,8930,1363,2,2,2,30339,Georgia,Atlanta,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1
1829,1987,2660-Peachtree-Rd-NW-Apt-13B_Atlanta_GA_30305_M62442-25051,1300000.0,6244225051,2962542798,https://ap.rdcpix.com/cee75d8dd25cc8436809f8424868dbb1l-m3650852237s-w1024_h768.jpg,2024-01-08,1180000.0,3206,3206,3,0,3,30305,Georgia,Atlanta,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1
1831,2003,823-Celeste-Ln-SW_Atlanta_GA_30331_M65735-06797,250000.0,6573506797,2960375003,https://ap.rdcpix.com/89a7c1be33114627ba930ec374749946l-m2051325094s-w1024_h768.jpg,2024-01-08,250000.0,1307,1600,3,1,3,30331,Georgia,Atlanta,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1
1832,1950,2195-Burroughs-Ave-SE_Atlanta_GA_30315_M52400-26761,89500.0,5240026761,2961041817,https://ap.rdcpix.com/81555b4f0f3b85da9024fc295fab27adl-b34315317s-w1024_h768.jpg,2024-01-08,89500.0,9757,936,1,0,3,30315,Georgia,Atlanta,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1833,1985,5506-Park-Pl-S_Atlanta_GA_30349_M52833-74756,219000.0,5283374756,2962315711,https://ap.rdcpix.com/aa404db53792f117140004822fa5b884l-m4021455707s-w1024_h768.jpg,2024-01-08,225000.0,3180,1575,2,0,3,30349,Georgia,Atlanta,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0
1834,1981,1-Howell-Mill-Plantation-NW_Atlanta_GA_30327_M62558-89291,529000.0,6255889291,2961022454,https://ap.rdcpix.com/4059c3c2210cf2057826424052c1ebf3l-b410654431s-w1024_h768.jpg,2024-01-08,525000.0,1917,1900,3,0,3,30327,Georgia,Atlanta,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1
1835,1950,665-Upton-Rd-NW_Atlanta_GA_30318_M50808-67070,500000.0,5080867070,2962419647,https://ap.rdcpix.com/035a58a5eb75dd730657921f1c267e1al-b391286069s-w1024_h768.jpg,2024-01-08,467500.0,8834,1849,2,0,4,30318,Georgia,Atlanta,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0
1836,1960,3669-Peachtree-Rd-NE-Apt-3D_Atlanta_GA_30319_M68670-35737,240000.0,6867035737,2959884761,https://ap.rdcpix.com/60c3d760ac22776066f849e865d67a4fl-m2984373604s-w1024_h768.jpg,2024-01-12,232000.0,1133,1132,1,1,2,30319,Georgia,Atlanta,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0
1837,1983,201-Bainbridge-Dr_Sandy-Springs_GA_30327_M66469-13367,300000.0,6646913367,2962073720,https://ap.rdcpix.com/92f3c5b5c21700a22ab034cfaba5508cl-m4227345139s-w1024_h768.jpg,2024-01-12,287000.0,1133,1111,1,0,1,30327,Georgia,Sandy Springs,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0
1838,2006,2539-Preston-View-Ct-SW_Atlanta_GA_30315_M64523-31770,350000.0,6452331770,2961987122,https://ap.rdcpix.com/37812f7642ef85fb999dc7e87b6dba0dl-m2816726459s-w1024_h768.jpg,2024-01-12,330000.0,5663,2400,3,2,3,30315,Georgia,Atlanta,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1
1840,1966,1412-Foxhall-Ln-SE-Apt-3_Atlanta_GA_30316_M60510-50696,160000.0,6051050696,2960751595,https://ap.rdcpix.com/f2ff25e2da41c2a6a16e7e0a5ed818c4l-m1884225234s-w1024_h768.jpg,2024-01-11,154000.0,4356,792,1,0,2,30316,Georgia,Atlanta,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
1841,2005,840-United-Ave-SE-Unit-309_Atlanta_GA_30312_M92238-46849,350000.0,9223846849,2960169743,https://ap.rdcpix.com/32fbbec28f1355bf27ebb5cbed63cad3l-m357158827s-w1024_h768.jpg,2024-01-11,350000.0,1045,1059,2,0,2,30312,Georgia,Atlanta,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
1842,2002,2565-Laurel-Cir-NW_Atlanta_GA_30311_M59177-72828,225900.0,5917772828,2961024036,https://ap.rdcpix.com/91e49e97e3303014cb1f1cc9dc20e94cl-m3984081952s-w1024_h768.jpg,2024-01-11,225900.0,2178,1507,3,1,3,30311,Georgia,Atlanta,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0
1843,1945,1178-Fenwood-St-SW_Atlanta_GA_30314_M50114-51471,199000.0,5011451471,2962381413,https://ap.rdcpix.com/525c84806f631a82845bdf73da64208fl-m2658252342s-w1024_h768.jpg,2024-01-11,188000.0,5314,1373,2,0,4,30314,Georgia,Atlanta,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1844,1956,1331-Jody-Ln-NE_Atlanta_GA_30329_M62043-34109,635000.0,6204334109,2962409594,https://ap.rdcpix.com/415d706503049ca658d016afc0fd7125l-b448307689s-w1024_h768.jpg,2024-01-11,642500.0,13068,2046,2,0,4,30329,Georgia,Atlanta,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1
1845,1937,3223-Oakdale-Rd_Hapeville_GA_30354_M66874-34745,335000.0,6687434745,2957299503,https://ap.rdcpix.com/82697a891c5643f02a3859a00e06a5bal-m3869830520s-w1024_h768.jpg,2024-01-11,325000.0,10193,1448,2,0,3,30354,Georgia,Hapeville,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1846,2018,4813-Ralin-Ct_Atlanta_GA_30331_M95144-81527,618000.0,9514481527,2959949617,https://ap.rdcpix.com/3040bf94b592fd1b4f068d2b7f6188ael-m182863024s-w1024_h768.jpg,2024-01-11,620000.0,9583,5526,5,2,6,30331,Georgia,Atlanta,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0
1847,1940,1350-N-Morningside-Dr-NE-Apt-10_Atlanta_GA_30306_M50927-05900,249900.0,5092705900,2961380210,https://ap.rdcpix.com/d9a1c4563d1e5ea8603a2087fefdd6bcl-m1453316073s-w1024_h768.jpg,2024-01-10,247400.0,601,581,1,0,1,30306,Georgia,Atlanta,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0
1849,2014,405-Alderwood-St_Sandy-Springs_GA_30328_M60579-68770,595000.0,6057968770,2959679853,https://ap.rdcpix.com/44d34b06662fc6f05e85a7479802a46el-m810870695s-w1024_h768.jpg,2024-01-10,585000.0,1002,2140,4,2,3,30328,Georgia,Sandy Springs,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
1850,1983,11-Belmonte-Ct-SW_Atlanta_GA_30311_M53954-99051,249900.0,5395499051,2958473819,https://ap.rdcpix.com/39b841d88226fea16e45bf437d94f35dl-m1531284102s-w1024_h768.jpg,2024-01-10,230000.0,1363,1364,3,2,2,30311,Georgia,Atlanta,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0
1851,1965,620-Peachtree-St-NE-Apt-508_Atlanta_GA_30308_M67234-87327,219000.0,6723487327,2962080194,https://ap.rdcpix.com/6bc4d8a6f2bae7614951fbd63b7d60ccl-m4214321503s-w1024_h768.jpg,2024-01-10,220000.0,784,786,1,1,1,30308,Georgia,Atlanta,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0
1852,1926,938-Lullwater-Rd-NE_Atlanta_GA_30307_M68666-84449,2200000.0,6866684449,2960397310,https://ap.rdcpix.com/1e2bc75bdb90cdcccd2ed680d05196d9l-m746393142s-w1024_h768.jpg,2024-01-10,1915000.0,74052,4569,5,2,4,30307,Georgia,Atlanta,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0
1853,2005,585-McWilliams-Rd-SE-Unit-2601_Atlanta_GA_30315_M62709-15016,230000.0,6270915016,2960487853,https://ap.rdcpix.com/4655acc3cd366a88f9416c77a0a0651dl-m3103556002s-w1024_h768.jpg,2024-01-09,200000.0,1307,1529,3,0,3,30315,Georgia,Atlanta,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0
