,year_built,permalink,list_price,property_id,listing,primary_photo,sold_date,sold_price,lot_sqft,sqft,baths,garages,beds,postal_code,state,city,recreation_facilities,single_story,garage_1_or_more,hardwood_floors,dining_room,community_security_features,garage_2_or_more,two_or_more_stories,forced_air,shopping,central_air,basement,community_outdoor_space,dishwasher,fireplace,washer_dryer
3957,1926,1397-Blair-Ave_Saint-Paul_MN_55104_M81869-87316,325000.0,8186987316,2959945679,https://ap.rdcpix.com/648c12dc18f8c211f64cd06362e5c60cl-m2689078121s-w1024_h768.jpg,2024-01-05,325000.0,5053,1453,2,2,4,55104,Minnesota,Saint Paul,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1
3958,1941,1168-Virginia-St_Saint-Paul_MN_55117_M80627-16251,199900.0,8062716251,2961549201,https://ap.rdcpix.com/a30335c37bce241f56befade58b68cfal-m4055006345s-w1024_h768.jpg,2024-01-05,207000.0,5532,1262,1,1,2,55117,Minnesota,Saint Paul,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0
3959,1890,1039-Victoria-St-N_Saint-Paul_MN_55103_M79555-47624,249900.0,7955547624,2960069785,https://ap.rdcpix.com/da9d4b9d9a3d9fa826fbc52558faadf1l-b895048990s-w1024_h768.jpg,2024-01-05,247900.0,4922,1225,2,0,4,55103,Minnesota,Saint Paul,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
3960,1889,287-Avon-St-N_Saint-Paul_MN_55104_M75072-04218,389900.0,7507204218,2961819836,https://ap.rdcpix.com/13056a8a61d8f6b5d6d825816a260672l-m2895903450s-w1024_h768.jpg,2024-01-05,389900.0,4792,2277,3,0,6,55104,Minnesota,Saint Paul,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3961,1927,1862-Ivy-Ave-E_Saint-Paul_MN_55119_M87202-59284,217777.0,8720259284,2961390072,https://ap.rdcpix.com/9574937266cb8dbca679422945d51db9l-b633273394s-w1024_h768.jpg,2024-01-05,221500.0,6316,864,1,1,2,55119,Minnesota,Saint Paul,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0
3962,1956,1056-Edgewater-Ave_Saint-Paul_MN_55126_M72986-67672,429000.0,7298667672,2961991594,https://ap.rdcpix.com/74f471683ca1c76765acb7442603a5a2l-m1473739363s-w1024_h768.jpg,2024-01-05,420000.0,10019,1928,2,2,4,55126,Minnesota,Shoreview,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1
3963,2010,2663-Sierra-Ln_Little-Canada_MN_55117_M85469-55562,409900.0,8546955562,2962765852,https://ap.rdcpix.com/0bd3587d5dd668f57f0ff1d016d4f763l-m2965123677s-w1024_h768.jpg,2024-01-05,393000.0,11761,2152,3,2,3,55117,Minnesota,Little Canada,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0
3964,1928,2097-Niles-Ave_Saint-Paul_MN_55116_M88582-63293,780000.0,8858263293,2960562368,https://ap.rdcpix.com/ddc1d05e4bdd32750786a9f5ae6c4d64l-b851659267s-w1024_h768.jpg,2024-01-12,747000.0,6098,3106,4,2,4,55116,Minnesota,Saint Paul,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1
3965,1900,208-Sidney-St-W_Saint-Paul_MN_55107_M80474-05023,189000.0,8047405023,2962081426,https://ap.rdcpix.com/382c48af9daed48bbb42014025c0d99dl-m2463852903s-w1024_h768.jpg,2024-01-12,191000.0,6490,882,1,0,2,55107,Minnesota,Saint Paul,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
3966,1957,1505-Old-Hudson-Rd_Saint-Paul_MN_55106_M84440-81384,262500.0,8444081384,2962221074,https://ap.rdcpix.com/cdfb390dd6703683a6062eb967e59a3al-m144377282s-w1024_h768.jpg,2024-01-12,262500.0,7449,1398,2,1,4,55106,Minnesota,Saint Paul,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1
3967,1947,1451-Albemarle-St_Saint-Paul_MN_55117_M83097-34514,260000.0,8309734514,2962365241,https://ap.rdcpix.com/fb22e1f9b88ebe8f31b9a1abb50af5b2l-m3266394525s-w1024_h768.jpg,2024-01-12,263000.0,4961,1406,2,1,4,55117,Minnesota,Saint Paul,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1
3968,1939,1432-Ashland-Ave_Saint-Paul_MN_55104_M85867-63935,329900.0,8586763935,2960042613,https://ap.rdcpix.com/188c2a60e17160032aef29a14fdfd93fl-m2264361724s-w1024_h768.jpg,2024-01-12,323000.0,5968,1600,1,2,3,55104,Minnesota,Saint Paul,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1
3969,1908,789-Maryland-Ave-E_Saint-Paul_MN_55106_M70737-50039,239900.0,7073750039,2962322158,https://ap.rdcpix.com/89dbe8d78954b7d4f9f853be515fbe43l-m2860692313s-w1024_h768.jpg,2024-01-12,224325.0,7275,1662,2,2,3,55106,Minnesota,Saint Paul,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0
3970,1891,1091-Wakefield-Ave_Saint-Paul_MN_55106_M85118-34017,204900.0,8511834017,2962329753,https://ap.rdcpix.com/fe18a8209e5c160530b3e1b23790c58cl-b3036771450s-w1024_h768.jpg,2024-01-12,195000.0,4587,1359,1,0,3,55106,Minnesota,Saint Paul,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1
3971,1897,309-Edmund-Ave_Saint-Paul_MN_55103_M86233-22344,219499.0,8623322344,2961104540,https://ap.rdcpix.com/8eb3a5b434cc1542ed63b0845204efb3l-m371391751s-w1024_h768.jpg,2024-01-12,222000.0,4400,1725,3,0,4,55103,Minnesota,Saint Paul,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1
3972,1932,1443-Eleanor-Ave_Saint-Paul_MN_55116_M83181-56617,750000.0,8318156617,2960889543,https://ap.rdcpix.com/f721f9961d0c2573c218b700e11c9a53l-m1482653427s-w1024_h768.jpg,2024-01-12,719000.0,5140,2462,4,2,3,55116,Minnesota,Saint Paul,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1
3973,1979,1289-Karth-Lake-Cir_Saint-Paul_MN_55112_M70981-47859,699900.0,7098147859,2959425913,https://ap.rdcpix.com/2cf2d05c33b3620c7ec9084cdb5be63cl-m1741665886s-w1024_h768.jpg,2024-01-12,675000.0,27835,3300,4,2,5,55112,Minnesota,Arden Hills,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1
3974,1950,1436-Mississippi-River-Blvd-S_Saint-Paul_MN_55116_M71558-72284,734900.0,7155872284,2962148073,https://ap.rdcpix.com/e9a93fb77118fee2ee8d657cc4b2aad9l-m22788291s-w1024_h768.jpg,2024-01-12,733900.0,10803,3302,3,2,4,55116,Minnesota,Saint Paul,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0
3975,1923,700-Point-Douglas-Rd-S_Saint-Paul_MN_55119_M74342-91216,309000.0,7434291216,2961711837,https://ap.rdcpix.com/f2212061385420678b5141eee7837f79l-m524274685s-w1024_h768.jpg,2024-01-12,320000.0,16466,1527,2,1,3,55119,Minnesota,Saint Paul,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0
3976,1912,556-Charles-Ave_Saint-Paul_MN_55103_M70211-24934,220000.0,7021124934,2961570721,https://ap.rdcpix.com/67c4b5ccdb3022ac8877b49f1dcbf7ael-m699214882s-w1024_h768.jpg,2024-01-12,200791.0,2788,1517,1,0,4,55103,Minnesota,Saint Paul,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1
3977,1925,1769-Hillcrest-Ave_Saint-Paul_MN_55116_M86133-91934,599900.0,8613391934,2960615964,https://ap.rdcpix.com/0e3aba514ab196708ec4ac183f51234cl-b2291147631s-w1024_h768.jpg,2024-01-12,545000.0,7710,2649,2,2,4,55116,Minnesota,Saint Paul,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1
3978,1926,1381-Payne-Ave_Saint-Paul_MN_55130_M72873-21156,200000.0,7287321156,2961520332,https://ap.rdcpix.com/8f2d8c02d29e4cfcc88df191aa99f747l-m4264985797s-w1024_h768.jpg,2024-01-11,203000.0,5358,1348,1,2,3,55130,Minnesota,Saint Paul,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1
3979,1882,855-Marion-St_Saint-Paul_MN_55117_M74280-00272,59900.0,7428000272,2959811372,https://ap.rdcpix.com/06f7e4e3680cb9cc89c32142f2f1f4fal-b1189844943s-w1024_h768.jpg,2024-01-11,60000.0,3125,684,1,1,2,55117,Minnesota,Saint Paul,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
3980,1932,882-Clarence-St_Saint-Paul_MN_55106_M85356-56400,285000.0,8535656400,2961949387,https://ap.rdcpix.com/8590c2685c6363264d98c6283b69861el-m2502162443s-w1024_h768.jpg,2024-01-11,315000.0,15682,1970,2,3,3,55106,Minnesota,Saint Paul,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1
3981,1902,1009-Summit-Ave_Saint-Paul_MN_55105_M73754-48812,1950000.0,7375448812,2959467777,https://ap.rdcpix.com/12f3375a2ec0d1a3fdaf9ef6a99da23dl-m1932552763s-w1024_h768.jpg,2024-01-11,1795000.0,22216,6524,5,4,6,55105,Minnesota,Saint Paul,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
3982,1951,281-Hazelwood-St_Saint-Paul_MN_55106_M81200-57684,199900.0,8120057684,2961716522,https://ap.rdcpix.com/71f4c18493d7132e0a95494677f0c608l-m1239994526s-w1024_h768.jpg,2024-01-11,203000.0,5445,1753,2,2,3,55106,Minnesota,Saint Paul,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0
3983,1978,1727-Morgan-Ave_Saint-Paul_MN_55116_M74737-62666,199500.0,7473762666,2962179563,https://ap.rdcpix.com/78e88a3591ef0d9f57044face514dad3l-m1670315154s-w1024_h768.jpg,2024-01-10,210000.0,871,1170,3,2,2,55116,Minnesota,Saint Paul,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1
3984,1993,852-Lincoln-Ave_Saint-Paul_MN_55105_M71064-25973,820000.0,7106425973,2962005689,https://ap.rdcpix.com/ea7cfcf6b2d5445c31565e67a82156d7l-b2764021073s-w1024_h768.jpg,2024-01-10,858000.0,7667,2849,3,2,4,55105,Minnesota,Saint Paul,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1
3985,1948,1347-Edgcumbe-Rd_Saint-Paul_MN_55116_M71704-14745,675000.0,7170414745,2960909796,https://ap.rdcpix.com/8483abfa7b3a192cb8e5c81adc46f223l-b3805090382s-w1024_h768.jpg,2024-01-10,630000.0,11413,2122,2,2,3,55116,Minnesota,Saint Paul,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1
3986,1922,1733-Fremont-Ave_Saint-Paul_MN_55106_M79351-06811,250000.0,7935106811,2961733654,https://ap.rdcpix.com/6709513f29a0e7a5491e9c7bc9260950l-m3949334971s-w1024_h768.jpg,2024-01-10,248000.0,5053,1640,2,1,3,55106,Minnesota,Saint Paul,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1
3987,1909,979-Marshall-Ave_Saint-Paul_MN_55104_M70299-42961,499900.0,7029942961,2960313928,https://ap.rdcpix.com/45933054d2e8ae8f1ad84679d5eb0f5cl-m2925627294s-w1024_h768.jpg,2024-01-10,485000.0,5358,3580,2,2,6,55104,Minnesota,Saint Paul,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3988,1965,380-Ramsey-St-Apt-1A_Saint-Paul_MN_55102_M80899-97366,149900.0,8089997366,2960592520,https://ap.rdcpix.com/f263d009d091056106716e10ed5b4bc6l-m1405262802s-w1024_h768.jpg,2024-01-10,144000.0,828,980,1,0,2,55102,Minnesota,Saint Paul,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
3989,1963,1620-Euclid-St_Saint-Paul_MN_55106_M80880-83505,300000.0,8088083505,2961342768,https://ap.rdcpix.com/ad5d27c0b1692b648a81b9cc4511932bl-b3716707439s-w1024_h768.jpg,2024-01-09,307000.0,7754,1493,2,2,4,55106,Minnesota,Saint Paul,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1
3990,1917,1451-Palace-Ave_Saint-Paul_MN_55105_M87826-58919,277000.0,8782658919,2960730780,https://ap.rdcpix.com/bd8efd77ae6626e7f833cc1723cdbf6dl-m1027733653s-w1024_h768.jpg,2024-01-09,239000.0,4792,1040,1,1,2,55105,Minnesota,Saint Paul,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1
3991,1900,1281-Dale-St-N_Saint-Paul_MN_55117_M71475-50607,229900.0,7147550607,2962249150,https://ap.rdcpix.com/bbd36efd201878ad2763840b91105513l-b2146969180s-w1024_h768.jpg,2024-01-09,260000.0,8407,1844,2,1,4,55117,Minnesota,Saint Paul,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
3992,1953,1043-Loeb-St_Saint-Paul_MN_55117_M70400-35214,229900.0,7040035214,2959093430,https://ap.rdcpix.com/075cd3c0cdab8f07d429dcdc29e47217l-m855396486s-w1024_h768.jpg,2024-01-09,226500.0,5706,1133,2,0,3,55117,Minnesota,Saint Paul,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
3993,1922,1853-Fairmount-Ave_Saint-Paul_MN_55105_M86711-99634,675000.0,8671199634,2958348003,https://ap.rdcpix.com/2d0f714b5d813bbc148a4ba25902f65al-b195668935s-w1024_h768.jpg,2024-01-08,675000.0,6142,2286,3,2,4,55105,Minnesota,Saint Paul,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1
3994,1947,1705-3rd-St-E_Saint-Paul_MN_55106_M78803-25875,224900.0,7880325875,2962078577,https://ap.rdcpix.com/0d487fad15b943e190fbf65bf0fb86d2l-m641197758s-w1024_h768.jpg,2024-01-08,224900.0,4400,720,2,1,2,55106,Minnesota,Saint Paul,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1
3995,1919,585-Annapolis-St-E_Saint-Paul_MN_55118_M73365-08531,149000.0,7336508531,2961096162,https://ap.rdcpix.com/48dfd12c3275b774eb1cc5fdd1983fc8l-b588511907s-w1024_h768.jpg,2024-01-08,170000.0,5140,571,2,1,1,55118,Minnesota,Saint Paul,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3997,1900,673-Cottage-Ave-E_Saint-Paul_MN_55106_M75565-90519,225000.0,7556590519,2961031940,https://ap.rdcpix.com/167f4aa4faec05932e7875c5898a5d83l-m170220489s-w1024_h768.jpg,2024-01-08,220000.0,3964,788,1,1,0,55106,Minnesota,Saint Paul,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
3998,1941,1168-Virginia-St_Saint-Paul_MN_55117_M80627-16251,199900.0,8062716251,2961549201,https://ap.rdcpix.com/a30335c37bce241f56befade58b68cfal-m4055006345s-w1024_h768.jpg,2024-01-05,207000.0,5532,1262,1,1,2,55117,Minnesota,Saint Paul,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0
3999,1926,1397-Blair-Ave_Saint-Paul_MN_55104_M81869-87316,325000.0,8186987316,2959945679,https://ap.rdcpix.com/648c12dc18f8c211f64cd06362e5c60cl-m2689078121s-w1024_h768.jpg,2024-01-05,325000.0,5053,1453,2,2,4,55104,Minnesota,Saint Paul,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1
4000,1927,1862-Ivy-Ave-E_Saint-Paul_MN_55119_M87202-59284,217777.0,8720259284,2961390072,https://ap.rdcpix.com/9574937266cb8dbca679422945d51db9l-b633273394s-w1024_h768.jpg,2024-01-05,221500.0,6316,864,1,1,2,55119,Minnesota,Saint Paul,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0
4001,1889,287-Avon-St-N_Saint-Paul_MN_55104_M75072-04218,389900.0,7507204218,2961819836,https://ap.rdcpix.com/13056a8a61d8f6b5d6d825816a260672l-m2895903450s-w1024_h768.jpg,2024-01-05,389900.0,4792,2277,3,0,6,55104,Minnesota,Saint Paul,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4002,1890,1039-Victoria-St-N_Saint-Paul_MN_55103_M79555-47624,249900.0,7955547624,2960069785,https://ap.rdcpix.com/da9d4b9d9a3d9fa826fbc52558faadf1l-b895048990s-w1024_h768.jpg,2024-01-05,247900.0,4922,1225,2,0,4,55103,Minnesota,Saint Paul,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
4003,1956,1056-Edgewater-Ave_Saint-Paul_MN_55126_M72986-67672,429000.0,7298667672,2961991594,https://ap.rdcpix.com/74f471683ca1c76765acb7442603a5a2l-m1473739363s-w1024_h768.jpg,2024-01-05,420000.0,10019,1928,2,2,4,55126,Minnesota,Shoreview,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1
4004,2010,2663-Sierra-Ln_Little-Canada_MN_55117_M85469-55562,409900.0,8546955562,2962765852,https://ap.rdcpix.com/0bd3587d5dd668f57f0ff1d016d4f763l-m2965123677s-w1024_h768.jpg,2024-01-05,393000.0,11761,2152,3,2,3,55117,Minnesota,Little Canada,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0
4005,1951,682-Lexington-Pkwy-N_Saint-Paul_MN_55104_M76947-15772,249900.0,7694715772,2961522902,https://ap.rdcpix.com/dc4f571ec3863eb46a1fee140dda5a4dl-m4200702165s-w1024_h768.jpg,2024-01-05,250000.0,5271,992,1,1,2,55104,Minnesota,Saint Paul,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1
4006,1900,208-Sidney-St-W_Saint-Paul_MN_55107_M80474-05023,189000.0,8047405023,2962081426,https://ap.rdcpix.com/382c48af9daed48bbb42014025c0d99dl-m2463852903s-w1024_h768.jpg,2024-01-12,191000.0,6490,882,1,0,2,55107,Minnesota,Saint Paul,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
4007,1957,1505-Old-Hudson-Rd_Saint-Paul_MN_55106_M84440-81384,262500.0,8444081384,2962221074,https://ap.rdcpix.com/cdfb390dd6703683a6062eb967e59a3al-m144377282s-w1024_h768.jpg,2024-01-12,262500.0,7449,1398,2,1,4,55106,Minnesota,Saint Paul,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1
4008,1947,1451-Albemarle-St_Saint-Paul_MN_55117_M83097-34514,260000.0,8309734514,2962365241,https://ap.rdcpix.com/fb22e1f9b88ebe8f31b9a1abb50af5b2l-m3266394525s-w1024_h768.jpg,2024-01-12,263000.0,4961,1406,2,1,4,55117,Minnesota,Saint Paul,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1
4009,1939,1432-Ashland-Ave_Saint-Paul_MN_55104_M85867-63935,329900.0,8586763935,2960042613,https://ap.rdcpix.com/188c2a60e17160032aef29a14fdfd93fl-m2264361724s-w1024_h768.jpg,2024-01-12,323000.0,5968,1600,1,2,3,55104,Minnesota,Saint Paul,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1
4010,1908,789-Maryland-Ave-E_Saint-Paul_MN_55106_M70737-50039,239900.0,7073750039,2962322158,https://ap.rdcpix.com/89dbe8d78954b7d4f9f853be515fbe43l-m2860692313s-w1024_h768.jpg,2024-01-12,224325.0,7275,1662,2,2,3,55106,Minnesota,Saint Paul,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0
4011,1891,1091-Wakefield-Ave_Saint-Paul_MN_55106_M85118-34017,204900.0,8511834017,2962329753,https://ap.rdcpix.com/fe18a8209e5c160530b3e1b23790c58cl-b3036771450s-w1024_h768.jpg,2024-01-12,195000.0,4587,1359,1,0,3,55106,Minnesota,Saint Paul,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1
4012,1897,309-Edmund-Ave_Saint-Paul_MN_55103_M86233-22344,219499.0,8623322344,2961104540,https://ap.rdcpix.com/8eb3a5b434cc1542ed63b0845204efb3l-m371391751s-w1024_h768.jpg,2024-01-12,222000.0,4400,1725,3,0,4,55103,Minnesota,Saint Paul,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1
4013,1932,1443-Eleanor-Ave_Saint-Paul_MN_55116_M83181-56617,750000.0,8318156617,2960889543,https://ap.rdcpix.com/f721f9961d0c2573c218b700e11c9a53l-m1482653427s-w1024_h768.jpg,2024-01-12,719000.0,5140,2462,4,2,3,55116,Minnesota,Saint Paul,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1
4014,1979,1289-Karth-Lake-Cir_Saint-Paul_MN_55112_M70981-47859,699900.0,7098147859,2959425913,https://ap.rdcpix.com/2cf2d05c33b3620c7ec9084cdb5be63cl-m1741665886s-w1024_h768.jpg,2024-01-12,675000.0,27835,3300,4,2,5,55112,Minnesota,Arden Hills,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1
4015,1950,1436-Mississippi-River-Blvd-S_Saint-Paul_MN_55116_M71558-72284,734900.0,7155872284,2962148073,https://ap.rdcpix.com/e9a93fb77118fee2ee8d657cc4b2aad9l-m22788291s-w1024_h768.jpg,2024-01-12,733900.0,10803,3302,3,2,4,55116,Minnesota,Saint Paul,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0
4016,1923,700-Point-Douglas-Rd-S_Saint-Paul_MN_55119_M74342-91216,309000.0,7434291216,2961711837,https://ap.rdcpix.com/f2212061385420678b5141eee7837f79l-m524274685s-w1024_h768.jpg,2024-01-12,320000.0,16466,1527,2,1,3,55119,Minnesota,Saint Paul,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0
4017,1912,556-Charles-Ave_Saint-Paul_MN_55103_M70211-24934,220000.0,7021124934,2961570721,https://ap.rdcpix.com/67c4b5ccdb3022ac8877b49f1dcbf7ael-m699214882s-w1024_h768.jpg,2024-01-12,200791.0,2788,1517,1,0,4,55103,Minnesota,Saint Paul,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1
4018,1925,1769-Hillcrest-Ave_Saint-Paul_MN_55116_M86133-91934,599900.0,8613391934,2960615964,https://ap.rdcpix.com/0e3aba514ab196708ec4ac183f51234cl-b2291147631s-w1024_h768.jpg,2024-01-12,545000.0,7710,2649,2,2,4,55116,Minnesota,Saint Paul,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1
4019,1926,1381-Payne-Ave_Saint-Paul_MN_55130_M72873-21156,200000.0,7287321156,2961520332,https://ap.rdcpix.com/8f2d8c02d29e4cfcc88df191aa99f747l-m4264985797s-w1024_h768.jpg,2024-01-11,203000.0,5358,1348,1,2,3,55130,Minnesota,Saint Paul,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1
4020,1882,855-Marion-St_Saint-Paul_MN_55117_M74280-00272,59900.0,7428000272,2959811372,https://ap.rdcpix.com/06f7e4e3680cb9cc89c32142f2f1f4fal-b1189844943s-w1024_h768.jpg,2024-01-11,60000.0,3125,684,1,1,2,55117,Minnesota,Saint Paul,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
4021,1932,882-Clarence-St_Saint-Paul_MN_55106_M85356-56400,285000.0,8535656400,2961949387,https://ap.rdcpix.com/8590c2685c6363264d98c6283b69861el-m2502162443s-w1024_h768.jpg,2024-01-11,315000.0,15682,1970,2,3,3,55106,Minnesota,Saint Paul,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1
4022,1902,1009-Summit-Ave_Saint-Paul_MN_55105_M73754-48812,1950000.0,7375448812,2959467777,https://ap.rdcpix.com/12f3375a2ec0d1a3fdaf9ef6a99da23dl-m1932552763s-w1024_h768.jpg,2024-01-11,1795000.0,22216,6524,5,4,6,55105,Minnesota,Saint Paul,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
4023,1951,281-Hazelwood-St_Saint-Paul_MN_55106_M81200-57684,199900.0,8120057684,2961716522,https://ap.rdcpix.com/71f4c18493d7132e0a95494677f0c608l-m1239994526s-w1024_h768.jpg,2024-01-11,203000.0,5445,1753,2,2,3,55106,Minnesota,Saint Paul,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0
4024,1978,1727-Morgan-Ave_Saint-Paul_MN_55116_M74737-62666,199500.0,7473762666,2962179563,https://ap.rdcpix.com/78e88a3591ef0d9f57044face514dad3l-m1670315154s-w1024_h768.jpg,2024-01-10,210000.0,871,1170,3,2,2,55116,Minnesota,Saint Paul,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1
4025,1993,852-Lincoln-Ave_Saint-Paul_MN_55105_M71064-25973,820000.0,7106425973,2962005689,https://ap.rdcpix.com/ea7cfcf6b2d5445c31565e67a82156d7l-b2764021073s-w1024_h768.jpg,2024-01-10,858000.0,7667,2849,3,2,4,55105,Minnesota,Saint Paul,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1
4026,1948,1347-Edgcumbe-Rd_Saint-Paul_MN_55116_M71704-14745,675000.0,7170414745,2960909796,https://ap.rdcpix.com/8483abfa7b3a192cb8e5c81adc46f223l-b3805090382s-w1024_h768.jpg,2024-01-10,630000.0,11413,2122,2,2,3,55116,Minnesota,Saint Paul,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1
4027,1922,1733-Fremont-Ave_Saint-Paul_MN_55106_M79351-06811,250000.0,7935106811,2961733654,https://ap.rdcpix.com/6709513f29a0e7a5491e9c7bc9260950l-m3949334971s-w1024_h768.jpg,2024-01-10,248000.0,5053,1640,2,1,3,55106,Minnesota,Saint Paul,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1
4028,1909,979-Marshall-Ave_Saint-Paul_MN_55104_M70299-42961,499900.0,7029942961,2960313928,https://ap.rdcpix.com/45933054d2e8ae8f1ad84679d5eb0f5cl-m2925627294s-w1024_h768.jpg,2024-01-10,485000.0,5358,3580,2,2,6,55104,Minnesota,Saint Paul,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
4029,1965,380-Ramsey-St-Apt-1A_Saint-Paul_MN_55102_M80899-97366,149900.0,8089997366,2960592520,https://ap.rdcpix.com/f263d009d091056106716e10ed5b4bc6l-m1405262802s-w1024_h768.jpg,2024-01-10,144000.0,828,980,1,0,2,55102,Minnesota,Saint Paul,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
4030,1963,1620-Euclid-St_Saint-Paul_MN_55106_M80880-83505,300000.0,8088083505,2961342768,https://ap.rdcpix.com/ad5d27c0b1692b648a81b9cc4511932bl-b3716707439s-w1024_h768.jpg,2024-01-09,307000.0,7754,1493,2,2,4,55106,Minnesota,Saint Paul,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1
4031,1917,1451-Palace-Ave_Saint-Paul_MN_55105_M87826-58919,277000.0,8782658919,2960730780,https://ap.rdcpix.com/bd8efd77ae6626e7f833cc1723cdbf6dl-m1027733653s-w1024_h768.jpg,2024-01-09,239000.0,4792,1040,1,1,2,55105,Minnesota,Saint Paul,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1
4032,1900,1281-Dale-St-N_Saint-Paul_MN_55117_M71475-50607,229900.0,7147550607,2962249150,https://ap.rdcpix.com/bbd36efd201878ad2763840b91105513l-b2146969180s-w1024_h768.jpg,2024-01-09,260000.0,8407,1844,2,1,4,55117,Minnesota,Saint Paul,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
4033,1953,1043-Loeb-St_Saint-Paul_MN_55117_M70400-35214,229900.0,7040035214,2959093430,https://ap.rdcpix.com/075cd3c0cdab8f07d429dcdc29e47217l-m855396486s-w1024_h768.jpg,2024-01-09,226500.0,5706,1133,2,0,3,55117,Minnesota,Saint Paul,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
